concept,manual_coarse_grained,lemma,wiki_frequency,n_wn_senses,min_wn_sim_wup,poly_type,mipvu_met,wn_abs_conc
rifling,-,rifling,1137,3,0.2857142857142857,mon,oov,abs
bricks,-,brick,11731,2,0.5,poly,non-met,conc
windshield,-,windshield,2820,1,1.0,poly,oov,conc
chassis,-,chassis,22457,3,0.47058823529411764,poly,oov,conc
chamfer,-,chamfer,112,3,0.75,oov,oov,conc
driveshafts,-,driveshaft,146,1,1.0,oov,oov,conc
paddle,-,paddle,6178,10,0.2,homonyms_also_same_pos,oov,conc
plaster,-,plaster,9863,11,0.21052631578947367,homonyms_only_different_pos,non-met,abs-conc
bearings,-,bearing,5541,20,0.11764705882352941,poly,met,abs-conc
bolt,-,bolt,14170,16,0.09523809523809523,homonyms_also_same_pos,non-met,abs-conc
bikes,-,bike,8938,3,0.7272727272727273,mon,oov,conc
alloy,-,alloy,11378,4,0.2222222222222222,homonyms_only_different_pos,non-met,abs
bottle,-,bottle,18995,5,0.13333333333333333,homonyms_only_different_pos,non-met,abs-conc
crosshead,-,crosshead,205,2,0.11764705882352941,oov,oov,abs-conc
hose,-,hose,4659,4,0.5263157894736842,homonyms_also_same_pos,oov,conc
flywheel,-,flywheel,1606,1,1.0,mon,oov,conc
sidewall,-,sidewall,363,2,0.5882352941176471,oov,oov,conc
grip,-,grip,12360,10,0.09523809523809523,homonyms_only_different_pos,met,abs-conc
car,-,car,294557,5,0.47619047619047616,poly,non-met,conc
sprocket,-,sprocket,1060,3,0.1,poly,oov,abs-conc
projectile,-,projectile,5511,3,0.631578947368421,homonyms_only_different_pos,oov,conc
gearbox,-,gearbox,7961,1,1.0,mon,oov,conc
plungers,-,plunger,123,4,0.38095238095238093,poly,oov,conc
pulleys,-,pulley,904,1,1.0,mon,oov,conc
breechblock,-,breechblock,208,1,1.0,oov,oov,conc
rails,-,rail,13497,15,0.08333333333333333,homonyms_also_same_pos,non-met,abs-conc
tappets,-,tappet,169,1,1.0,mon,oov,conc
footrest,-,footrest,110,1,1.0,oov,oov,conc
pavement,-,pavement,6182,3,0.5555555555555556,poly,non-met,conc
bushing,-,bushing,340,3,0.25,oov,oov,abs-conc
gearshift,-,gearshift,213,1,1.0,oov,oov,conc
callipers,-,calliper,112,2,None,mon,oov,conc
crankshaft,-,crankshaft,2932,1,1.0,mon,oov,conc
pipe,-,pipe,26985,9,0.11764705882352941,homonyms_only_different_pos,non-met,abs-conc
shoe,-,shoe,14949,5,0.5263157894736842,homonyms_only_different_pos,non-met,conc
rollers,-,roller,4236,7,0.08333333333333333,poly,met,abs-conc
hubcaps,-,hubcap,308,1,1.0,mon,oov,conc
rope,-,rope,18600,4,0.18181818181818182,homonyms_only_different_pos,oov,conc
bumper,-,bumper,5542,2,0.631578947368421,homonyms_also_same_pos,oov,conc
swaging,-,swaging,104,4,0.2,oov,oov,-
shaft,-,shaft,19554,14,0.10526315789473684,homonyms_only_different_pos,oov,abs-conc
balls,-,ball,28297,13,0.08,homonyms_also_same_pos,non-met,abs-conc-n
cylinders,-,cylinder,9931,4,0.125,poly,non-met,abs-conc
barrels,-,barrel,11168,6,0.10526315789473684,poly,non-met,abs-conc
handlebar,-,handlebar,585,1,1.0,oov,oov,conc
handlebars,-,handlebar,908,1,1.0,oov,oov,conc
driveshaft,-,driveshaft,531,1,1.0,oov,oov,conc
kickstand,-,kickstand,101,1,1.0,oov,oov,conc
bushings,-,bushing,393,3,0.25,oov,oov,abs-conc
bike,-,bike,24297,3,0.7272727272727273,mon,oov,conc
cylinder,-,cylinder,37205,4,0.125,poly,non-met,abs-conc
axle,-,axle,11659,1,1.0,mon,oov,conc
pulley,-,pulley,1610,1,1.0,mon,oov,conc
screws,-,screw,3216,10,0.2,homonyms_only_different_pos,non-met,conc
brakes,-,brake,12850,7,0.1111111111111111,homonyms_also_same_pos,non-met,abs-conc
brake,-,brake,14575,7,0.1111111111111111,homonyms_also_same_pos,non-met,abs-conc
axles,-,axle,4065,1,1.0,mon,oov,conc
marble,-,marble,29389,4,0.23529411764705882,poly,met non-met,abs-conc
pig,-,pig,15819,9,0.2222222222222222,homonyms_only_different_pos,met non-met,conc
footrests,-,footrest,118,1,1.0,oov,oov,conc
tire,-,tire,12007,5,0.15384615384615385,homonyms_only_different_pos,oov,conc
tyres,-,tyre,6434,2,0.35294117647058826,poly,non-met,conc-n
ball,-,ball,137087,13,0.08,homonyms_also_same_pos,non-met,abs-conc-n
tires,-,tire,10107,5,0.15384615384615385,homonyms_only_different_pos,oov,conc
barrel,-,barrel,26331,6,0.10526315789473684,poly,non-met,abs-conc
skateboard,-,skateboard,2363,2,None,mon,oov,conc
tyre,-,tyre,7024,2,0.35294117647058826,poly,non-met,conc-n
wheels,-,wheel,35256,11,0.10526315789473684,homonyms_only_different_pos,met non-met,abs-conc
wheel,,wheel,61751,11,0.10526315789473684,homonyms_only_different_pos,met non-met,abs-conc
permit,1,permit,30797,6,0.07407407407407407,homonyms_only_different_pos,met non-met,abs-conc
grade,-,grade,132453,13,0.07142857142857142,homonyms_only_different_pos,non-met,abs-conc
world,-,world,1622378,9,0.1,poly,met non-met,abs-conc-n
sweeper,-,sweeper,1323,3,0.34782608695652173,poly,met,conc
pacesetter,-,pacesetter,210,2,0.07692307692307693,mon,oov,abs-conc
dobbin,-,dobbin,473,1,1.0,mon,oov,conc
humankind,-,humankind,2343,1,0.9333333333333333,mon,oov,abs
gib,-,gib,484,2,0.1111111111111111,oov,oov,abs-conc
poster,-,poster,13080,3,0.09523809523809523,mon,non-met,abs-conc
humanity,-,humanity,26377,3,0.4,poly,oov,abs
frier,-,frier,117,1,1.0,mon,oov,conc
pen,-,pen,27842,6,0.3333333333333333,homonyms_also_same_pos,non-met,conc
bellwether,-,bellwether,560,2,0.4444444444444444,oov,oov,conc
pollard,-,pollard,5167,3,0.46153846153846156,homonyms_only_different_pos,oov,conc
watchdog,-,watchdog,2686,2,0.5714285714285714,poly,oov,conc
hack,-,hack,4947,16,0.2,homonyms_also_same_pos,met,conc
workhorse,-,workhorse,603,2,0.32,poly,oov,conc
mankind,-,mankind,9543,1,0.9333333333333333,poly,oov,abs
blower,-,blower,1539,3,0.36363636363636365,poly,oov,conc
poll,-,poll,38672,9,0.09090909090909091,homonyms_only_different_pos,non-met,abs-conc
daw,-,daw,1623,1,1.0,oov,oov,conc
reeve,-,reeve,4372,4,0.6666666666666666,poly,oov,conc
varan,-,varan,162,1,1.0,oov,oov,conc
fryer,-,fryer,1151,1,1.0,poly,oov,conc
queen,-,queen,170402,12,0.17391304347826086,homonyms_only_different_pos,non-met,abs-conc
hackney,-,hackney,5259,2,0.2857142857142857,poly,non-met,conc
stablemate,-,stablemate,854,1,1.0,oov,oov,conc
bruin,-,bruin,997,2,0.9285714285714286,oov,oov,conc
mollie,-,mollie,1276,1,1.0,oov,oov,conc
cur,-,cur,1688,2,0.631578947368421,poly,oov,conc
stint,-,stint,22481,5,0.08,homonyms_only_different_pos,non-met,abs-conc
schoolmaster,-,schoolmaster,2816,3,0.46153846153846156,mon,non-met,conc
runner,-,runner,54003,10,0.2962962962962963,poly,met non-met,conc
stock,-,stock,108833,27,0.08333333333333333,homonyms_only_different_pos,non-met,abs-conc
ram,-,ram,30336,9,0.18181818181818182,homonyms_only_different_pos,met,conc-n
palfrey,-,palfrey,454,1,1.0,mon,oov,conc
urus,-,urus,246,1,1.0,oov,oov,conc
catamount,-,catamount,257,2,0.9375,oov,oov,conc
cochin,-,cochin,4591,1,1.0,oov,oov,conc
mouser,-,mouser,335,1,0.875,mon,oov,conc
shire,-,shire,17446,2,0.23076923076923078,mon,oov,conc
man,-,man,518336,13,0.2222222222222222,homonyms_only_different_pos,met non-met,abs-conc-n
mutt,-,mutt,1819,1,0.8666666666666667,mon,oov,conc
nanny,-,nanny,3990,2,0.4444444444444444,mon,non-met,conc
pointer,-,pointer,6881,4,0.1,poly,oov,abs-conc
boxer,-,boxer,22829,4,0.5454545454545454,mon,oov,conc
setter,-,setter,1724,2,0.5217391304347826,poly,oov,conc
kaki,-,kaki,650,2,0.41379310344827586,oov,oov,conc
drill,-,drill,13302,9,0.08333333333333333,homonyms_also_same_pos,met,abs-conc
taira,-,taira,1298,1,1.0,oov,oov,conc
chow,-,chow,4843,3,0.09523809523809523,homonyms_also_same_pos,oov,abs-conc
pollack,-,pollack,1813,3,0.16666666666666666,oov,oov,conc-n
pekan,-,pekan,448,1,1.0,oov,oov,conc
painter,-,painter,71202,4,0.34782608695652173,homonyms_also_same_pos,met non-met,conc
roaster,-,roaster,281,4,0.18181818181818182,poly,oov,conc
cob,-,cob,1485,4,0.26666666666666666,poly,oov,conc
rudd,-,rudd,5219,1,1.0,oov,oov,conc
mudder,-,mudder,209,1,1.0,oov,oov,conc
stud,-,stud,11052,7,0.09523809523809523,homonyms_also_same_pos,oov,abs-conc
moorcock,-,moorcock,700,1,1.0,oov,oov,conc
whiff,-,whiff,396,8,0.07407407407407407,homonyms_only_different_pos,oov,abs-conc
bullock,-,bullock,4989,2,0.918918918918919,mon,oov,conc
jaeger,-,jaeger,1590,1,1.0,oov,oov,conc
margate,-,margate,1998,1,1.0,oov,oov,conc
barker,-,barker,13887,2,0.5454545454545454,mon,oov,conc
layer,-,layer,48614,6,0.09523809523809523,homonyms_only_different_pos,met,abs-conc
wheeler,-,wheeler,14696,5,0.4,oov,non-met,conc-n
oxen,-,oxen,2790,3,0.9142857142857143,oov,oov,conc
springer,-,springer,5052,3,0.2962962962962963,oov,oov,conc
basset,-,basset,1639,2,None,mon,oov,conc
bitch,-,bitch,4390,6,0.09090909090909091,homonyms_only_different_pos,non-met,abs-conc
gnu,-,gnu,6175,1,1.0,mon,oov,conc
tumbler,-,tumbler,821,4,0.3333333333333333,poly,oov,conc
pasang,-,pasang,134,2,0.8571428571428571,oov,oov,conc
fitch,-,fitch,3984,1,1.0,oov,oov,conc
fisher,-,fisher,28934,2,0.48,oov,oov,conc
ounce,-,ounce,2759,3,0.08695652173913043,homonyms_also_same_pos,oov,abs-conc
caribe,-,caribe,827,1,1.0,oov,oov,conc
scooter,-,scooter,3312,5,0.27586206896551724,poly,oov,conc
cayuse,-,cayuse,457,1,1.0,oov,oov,conc
mola,-,mola,825,1,1.0,oov,oov,conc
cairn,-,cairn,3422,2,0.10526315789473684,mon,oov,abs-conc
mademoiselle,-,mademoiselle,1758,1,1.0,mon,oov,conc
tatu,-,tatu,256,1,1.0,oov,oov,conc
pacemaker,-,pacemaker,1981,4,0.07692307692307693,poly,oov,abs-conc
snowbird,-,snowbird,462,3,0.8275862068965517,oov,oov,conc
horsehead,-,horsehead,186,1,1.0,oov,oov,conc
grindle,-,grindle,122,1,1.0,oov,oov,conc
charger,-,charger,2660,2,0.3076923076923077,homonyms_also_same_pos,oov,conc
sleeper,-,sleeper,4730,9,0.07407407407407407,poly,oov,abs-conc
monitor,-,monitor,29967,9,0.32,homonyms_only_different_pos,non-met,conc-n
merino,-,merino,1341,1,1.0,poly,oov,conc
bronco,-,bronco,1775,1,1.0,mon,oov,conc
palomino,-,palomino,887,1,1.0,mon,oov,conc
topi,-,topi,675,2,0.2857142857142857,oov,oov,conc
jade,-,jade,10914,7,0.08,homonyms_also_same_pos,oov,abs-conc
gander,-,gander,1150,1,1.0,poly,oov,conc
parr,-,parr,3617,3,0.5454545454545454,mon,oov,conc-n
stirk,-,stirk,219,1,1.0,oov,oov,conc
turkey,-,turkey,83776,5,0.09523809523809523,poly,met non-met,abs-conc-n
mavis,-,mavis,1876,1,1.0,oov,oov,conc
ass,-,ass,6319,6,0.17391304347826086,homonyms_also_same_pos,non-met,abs-conc-n
prancer,-,prancer,208,1,1.0,oov,oov,conc
loir,-,loir,1206,1,1.0,oov,oov,conc
sitter,-,sitter,1896,5,0.46153846153846156,poly,met,conc-n
pollock,-,pollock,5383,3,0.16666666666666666,oov,oov,conc-n
ray,-,ray,109575,10,0.09090909090909091,homonyms_also_same_pos,non-met,abs-conc
stepper,-,stepper,461,3,0.3076923076923077,oov,oov,conc
kid,-,kid,28344,7,0.14814814814814814,homonyms_only_different_pos,non-met,abs-conc-n
trotter,-,trotter,2522,2,0.14814814814814814,poly,non-met,conc
toy,-,toy,23496,8,0.25,poly,met non-met,conc
bongo,-,bongo,2618,2,0.2857142857142857,mon,oov,conc
redbird,-,redbird,366,2,0.8571428571428571,oov,oov,conc
roebuck,-,roebuck,1765,1,1.0,mon,oov,conc
merle,-,merle,3716,1,1.0,oov,oov,conc
drum,-,drum,41504,9,0.08333333333333333,homonyms_only_different_pos,met non-met,abs-conc
pacer,-,pacer,1284,2,0.9090909090909091,oov,oov,conc
killer,-,killer,33970,4,0.08333333333333333,poly,non-met,abs-conc
rail,-,rail,125182,15,0.08333333333333333,homonyms_also_same_pos,non-met,abs-conc
buffalo,-,buffalo,50181,5,0.16,poly,non-met,conc-n
steed,-,steed,1568,1,1.0,mon,oov,conc
broncho,-,broncho,209,1,1.0,oov,oov,conc
pooch,-,pooch,432,2,None,mon,oov,conc
puss,-,puss,1343,4,0.1111111111111111,homonyms_also_same_pos,oov,abs-conc
ridley,-,ridley,5892,1,1.0,oov,oov,conc
yak,-,yak,3325,3,0.07692307692307693,homonyms_only_different_pos,oov,abs-conc
swine,-,swine,3465,1,1.0,poly,oov,conc
buck,-,buck,16607,9,0.09090909090909091,homonyms_also_same_pos,non-met,abs-conc-n
pussy,-,pussy,1873,3,0.2,homonyms_also_same_pos,oov,conc
livestock,-,livestock,22769,1,1.0,poly,oov,conc
cony,-,cony,170,3,0.8461538461538461,poly,oov,conc
donkey,-,donkey,6794,2,0.07692307692307693,poly,met,abs-conc
hanuman,-,hanuman,3365,2,0.07692307692307693,oov,oov,conc-n
tusker,-,tusker,350,1,1.0,mon,oov,conc
firebird,-,firebird,1550,3,0.7586206896551724,oov,oov,conc
heifer,-,heifer,509,1,0.9473684210526315,mon,met,conc
jack,-,jack,145981,14,0.08695652173913043,poly,non-met,abs-conc
seal,-,seal,35642,15,0.09523809523809523,homonyms_also_same_pos,met non-met,abs-conc
mustang,-,mustang,6440,1,1.0,mon,oov,conc
kitty,-,kitty,9267,4,0.1,homonyms_also_same_pos,oov,abs-conc
knot,-,knot,8350,10,0.08695652173913043,homonyms_only_different_pos,oov,abs-conc
equine,-,equine,2774,3,None,mon,oov,conc
bronc,-,bronc,318,1,1.0,oov,oov,conc
bull,-,bull,36114,15,0.07142857142857142,homonyms_also_same_pos,non-met,abs-conc-n
lioness,-,lioness,842,1,1.0,oov,oov,conc
lox,-,lox,1066,2,0.375,oov,oov,abs-conc
liger,-,liger,859,1,1.0,oov,oov,conc
chimp,-,chimp,831,1,1.0,oov,oov,conc
bunny,-,bunny,7788,2,0.42857142857142855,mon,oov,conc
kob,-,kob,281,1,1.0,oov,oov,conc
marabout,-,marabout,259,1,1.0,oov,oov,conc
cimarron,-,cimarron,1449,2,0.16,oov,oov,conc-n
roller,-,roller,21464,7,0.08333333333333333,poly,met,abs-conc
tomcat,-,tomcat,1015,1,0.875,mon,oov,conc
bloodhound,-,bloodhound,875,1,0.7647058823529411,mon,oov,conc
sheldrake,-,sheldrake,468,2,0.9032258064516129,oov,oov,conc
broodmare,-,broodmare,2028,1,1.0,oov,oov,conc
moloch,-,moloch,434,3,0.08,oov,oov,conc-n
bay,-,bay,266918,10,0.08333333333333333,homonyms_also_same_pos,non-met,abs-conc
collie,-,collie,1784,1,0.7647058823529411,mon,oov,conc
molly,-,molly,12353,1,1.0,oov,non-met,conc
turtledove,-,turtledove,344,2,0.9333333333333333,mon,oov,conc
jennet,-,jennet,228,1,1.0,oov,non-met,conc
cayman,-,cayman,4730,1,1.0,mon,oov,conc
snowflake,-,snowflake,1021,2,0.19047619047619047,mon,oov,conc
panther,-,panther,10500,3,0.8125,poly,oov,conc
char,-,char,3235,5,0.17391304347826086,homonyms_also_same_pos,non-met,abs-conc
phoebe,-,phoebe,5674,3,0.08,oov,oov,abs-conc-n
pussycat,-,pussycat,1706,2,0.6666666666666666,poly,oov,conc
gator,-,gator,2815,1,1.0,oov,oov,conc
horse,-,horse,127760,6,0.08695652173913043,poly,non-met,abs-conc
saki,-,saki,1517,3,0.17391304347826086,oov,oov,abs-conc-n
groundhog,-,groundhog,675,1,1.0,oov,oov,conc
stockfish,-,stockfish,243,1,1.0,mon,oov,conc
hobby,-,hobby,9185,3,0.08695652173913043,mon,non-met,abs-conc
warhorse,-,warhorse,240,3,0.3076923076923077,poly,met,conc
redbone,-,redbone,254,1,0.7647058823529411,oov,oov,conc
corgi,-,corgi,773,1,0.8666666666666667,mon,oov,conc
bear,-,bear,69793,15,0.18181818181818182,homonyms_only_different_pos,met non-met,conc
poodle,-,poodle,867,1,0.8666666666666667,mon,oov,conc
brant,-,brant,3181,1,1.0,oov,oov,conc
glutton,-,glutton,257,2,0.48,poly,oov,conc
coon,-,coon,2050,3,0.48,poly,oov,conc
wolfhound,-,wolfhound,269,1,0.7647058823529411,mon,oov,conc
gamecock,-,gamecock,336,2,0.5714285714285714,mon,oov,conc
cows,-,cow,9561,4,0.41379310344827586,homonyms_only_different_pos,met non-met,conc
peewee,-,peewee,331,2,0.5217391304347826,oov,oov,conc
ermine,-,ermine,1353,2,0.16,poly,oov,abs-conc
sheepdog,-,sheepdog,638,1,0.8125,mon,oov,conc
pony,-,pony,8866,5,0.07692307692307693,poly,non-met,abs-conc
mole,-,mole,9509,6,0.09523809523809523,homonyms_also_same_pos,oov,abs-conc
foxhound,-,foxhound,341,1,0.7647058823529411,mon,oov,conc
cattle,-,cattle,48694,1,1.0,mon,non-met,conc
greyhound,-,greyhound,6544,1,0.7647058823529411,poly,non-met,conc
hippo,-,hippo,2282,2,0.25,oov,oov,conc-n
bovine,-,bovine,1838,3,None,poly,oov,conc
puppy,-,puppy,3869,2,0.6,poly,oov,conc
dachshund,-,dachshund,375,1,0.8125,mon,oov,conc
pirana,-,pirana,113,1,1.0,oov,oov,conc
weaver,-,weaver,12744,2,0.5,mon,non-met,conc
grenadier,-,grenadier,3606,2,0.4,poly,oov,conc
budgie,-,budgie,511,1,1.0,oov,non-met,conc
chum,-,chum,2263,3,0.34782608695652173,homonyms_only_different_pos,oov,conc
stallion,-,stallion,5746,1,0.8823529411764706,mon,oov,conc
dalmatian,-,dalmatian,2338,3,0.6,oov,oov,conc
biddy,-,biddy,387,2,0.9285714285714286,oov,oov,conc
robin,-,robin,49512,2,0.9285714285714286,poly,non-met,conc
burro,-,burro,549,1,1.0,mon,oov,conc
genet,-,genet,1061,3,0.46153846153846156,oov,oov,conc-n
ratel,-,ratel,317,1,1.0,oov,oov,conc
camel,-,camel,7677,1,1.0,poly,non-met,conc
tabby,-,tabby,873,3,0.875,poly,oov,conc
packhorse,-,packhorse,393,1,0.9411764705882353,oov,oov,conc
songster,-,songster,194,3,0.48,poly,oov,conc
springbok,-,springbok,1501,1,1.0,mon,oov,conc
fox,-,fox,107080,10,0.09090909090909091,homonyms_only_different_pos,oov,abs-conc-n
steeplechaser,-,steeplechaser,165,1,0.9375,oov,oov,conc
cow,-,cow,15386,4,0.41379310344827586,homonyms_only_different_pos,met non-met,conc
screamer,-,screamer,468,4,0.08333333333333333,oov,oov,abs-conc
humans,-,human,86390,4,None,homonyms_only_different_pos,non-met,conc
whippet,-,whippet,315,1,0.7222222222222222,mon,oov,conc
llama,-,llama,989,1,1.0,mon,oov,conc
pomfret,-,pomfret,731,1,1.0,oov,oov,conc
bass,-,bass,103359,9,0.08333333333333333,homonyms_only_different_pos,non-met,abs-conc
beef,-,beef,14145,4,0.07692307692307693,homonyms_only_different_pos,oov,abs-conc
kea,-,kea,1497,1,1.0,oov,oov,conc
cockerel,-,cockerel,437,1,1.0,mon,oov,conc
stag,-,stag,3355,5,0.18181818181818182,poly,oov,conc
torpedo,-,torpedo,27683,8,0.16,homonyms_only_different_pos,oov,abs-conc
whistler,-,whistler,4462,5,0.46153846153846156,oov,oov,conc-n
vixen,-,vixen,1685,2,0.46153846153846156,poly,oov,conc
pinscher,-,pinscher,241,1,0.7647058823529411,oov,oov,conc
pug,-,pug,948,1,0.8666666666666667,homonyms_also_same_pos,oov,conc
cobra,-,cobra,10742,1,1.0,mon,oov,conc
gibbon,-,gibbon,2691,2,0.4444444444444444,mon,oov,conc-n
roan,-,roan,1604,3,0.15384615384615385,homonyms_only_different_pos,oov,abs-conc
flea,-,flea,4170,1,0.9090909090909091,poly,oov,conc
chinchilla,-,chinchilla,640,3,0.17391304347826086,poly,oov,abs-conc
roach,-,roach,6497,7,0.15384615384615385,homonyms_also_same_pos,oov,conc
lion,-,lion,37189,4,0.2727272727272727,poly,non-met,conc-n
yearling,-,yearling,1297,3,0.4444444444444444,mon,oov,conc
bearcat,-,bearcat,532,1,1.0,oov,oov,conc
jackass,-,jackass,994,2,0.46153846153846156,poly,oov,conc
poultry,-,poultry,7685,2,0.2,poly,oov,conc
caracal,-,caracal,468,1,1.0,oov,oov,conc
rhea,-,rhea,2085,3,0.08695652173913043,mon,oov,conc-n
bonobo,-,bonobo,446,1,1.0,oov,oov,conc
skate,-,skate,10150,3,0.3333333333333333,homonyms_only_different_pos,non-met,conc
beagle,-,beagle,2945,1,0.7647058823529411,mon,oov,conc
pompon,-,pompon,110,2,0.32,oov,oov,conc
willet,-,willet,380,1,1.0,oov,oov,conc
panda,-,panda,4869,2,0.9285714285714286,poly,oov,conc
diver,-,diver,8230,3,0.48,mon,oov,conc
mako,-,mako,1470,1,1.0,oov,oov,conc
nutcracker,-,nutcracker,2044,3,0.32,mon,oov,conc
shorthorn,-,shorthorn,365,1,1.0,mon,oov,conc
racehorse,-,racehorse,6439,1,1.0,mon,met,conc
capuchin,-,capuchin,2130,2,0.3076923076923077,oov,oov,conc
sidewinder,-,sidewinder,1120,2,0.2962962962962963,oov,oov,conc
silverback,-,silverback,210,1,1.0,oov,oov,conc
rhesus,-,rhesus,995,1,1.0,mon,oov,conc
flicker,-,flicker,1548,6,0.09090909090909091,homonyms_only_different_pos,oov,abs-conc
slider,-,slider,2292,4,0.08333333333333333,oov,oov,abs-conc
jaguar,-,jaguar,9039,1,1.0,mon,oov,conc
redhead,-,redhead,1073,3,0.5217391304347826,mon,oov,conc
bulldog,-,bulldog,4412,3,0.25,poly,oov,conc
rattler,-,rattler,507,2,0.32,oov,oov,conc
emu,-,emu,4215,2,0.1111111111111111,mon,oov,abs-conc
meerkat,-,meerkat,447,1,1.0,oov,oov,conc
cygnet,-,cygnet,512,1,0.9230769230769231,mon,oov,conc
racer,-,racer,12970,4,0.2,mon,oov,conc
primate,-,primate,5751,2,0.5,homonyms_also_same_pos,oov,abs-conc
broiler,-,broiler,482,2,0.17391304347826086,poly,oov,conc
chick,-,chick,6826,2,0.5714285714285714,poly,oov,conc
sheep,-,sheep,32022,3,0.48,poly,non-met,conc
zebu,-,zebu,465,1,1.0,mon,oov,conc
copperhead,-,copperhead,699,2,0.8275862068965517,mon,oov,conc
roadrunner,-,roadrunner,1936,1,1.0,oov,oov,conc
squealer,-,squealer,111,2,0.48,oov,oov,conc
eaglet,-,eaglet,205,1,0.9230769230769231,mon,oov,conc
poacher,-,poacher,632,3,0.32,poly,oov,conc
orangutan,-,orangutan,1094,1,1.0,oov,oov,conc
platy,-,platy,192,1,1.0,oov,oov,conc
racoon,-,racoon,260,1,1.0,mon,oov,conc
haddock,-,haddock,1663,2,0.17391304347826086,mon,oov,conc
hind,-,hind,8878,3,0.5625,homonyms_only_different_pos,non-met,conc
gaur,-,gaur,992,1,1.0,oov,oov,conc
tarpan,-,tarpan,179,1,1.0,oov,oov,conc
argus,-,argus,4194,2,0.09090909090909091,oov,oov,abs-conc
wolverine,-,wolverine,6730,3,0.5,oov,oov,conc
anaconda,-,anaconda,1815,1,1.0,mon,oov,conc
rhino,-,rhino,5858,1,1.0,oov,oov,conc
wildcat,-,wildcat,4235,6,0.3333333333333333,homonyms_only_different_pos,oov,conc
squab,-,squab,171,4,0.17391304347826086,mon,oov,conc
sorrel,-,sorrel,844,6,0.16,homonyms_only_different_pos,oov,conc
mamba,-,mamba,927,1,1.0,mon,oov,conc
razorback,-,razorback,888,3,0.7096774193548387,poly,oov,conc
wombat,-,wombat,622,1,1.0,mon,oov,conc
beaver,-,beaver,16164,8,0.17391304347826086,poly,oov,abs-conc
hare,-,hare,10369,3,0.18181818181818182,homonyms_only_different_pos,non-met,conc
ape,-,ape,4976,5,0.16666666666666666,homonyms_only_different_pos,oov,conc
guinea,-,guinea,43309,4,0.08695652173913043,poly,oov,abs-conc-n
cock,-,cock,4137,8,0.17391304347826086,homonyms_also_same_pos,met,conc
pachyderm,-,pachyderm,171,1,1.0,mon,oov,conc
tigress,-,tigress,718,1,1.0,mon,oov,conc
griffon,-,griffon,1374,4,0.08,oov,oov,abs-conc
kiwi,-,kiwi,2758,4,0.34782608695652173,poly,oov,conc
amazon,-,amazon,20447,4,0.09090909090909091,mon,oov,abs-conc-n
orca,-,orca,1784,1,1.0,oov,oov,conc
canary,-,canary,9911,5,0.08695652173913043,homonyms_only_different_pos,oov,abs-conc
gorilla,-,gorilla,5403,1,1.0,poly,oov,conc
snook,-,snook,669,1,1.0,mon,oov,conc
whiteface,-,whiteface,455,2,0.3870967741935484,oov,oov,conc
wolf,-,wolf,42954,6,0.46153846153846156,homonyms_only_different_pos,oov,conc-n
alpaca,-,alpaca,486,3,0.16,poly,oov,abs-conc
goat,-,goat,10837,4,0.2608695652173913,poly,non-met,conc-n
titi,-,titi,839,3,0.4444444444444444,oov,oov,conc
nightingale,-,nightingale,4702,2,0.46153846153846156,mon,oov,conc-n
tiger,-,tiger,39520,2,0.5217391304347826,poly,met,conc
retriever,-,retriever,1071,1,0.7647058823529411,mon,oov,conc
aardvark,-,aardvark,631,1,1.0,oov,oov,conc
chamois,-,chamois,881,2,0.14814814814814814,homonyms_only_different_pos,oov,abs-conc
gobbler,-,gobbler,113,2,0.48,mon,oov,conc
hound,-,hound,4987,3,0.5714285714285714,homonyms_only_different_pos,oov,conc
grayback,-,grayback,108,2,0.8387096774193549,oov,oov,conc
chimaera,-,chimaera,439,3,0.08,oov,oov,abs-conc
ferret,-,ferret,1634,5,0.18181818181818182,homonyms_only_different_pos,oov,conc
dragon,-,dragon,49211,4,0.07692307692307693,poly,met,abs-conc-n
chinook,-,chinook,3233,5,0.09090909090909091,poly,oov,abs-conc
rooster,-,rooster,4014,1,1.0,mon,oov,conc
windowpane,-,windowpane,105,2,0.3076923076923077,mon,oov,conc
rasher,-,rasher,117,3,None,mon,oov,conc
dipper,-,dipper,1357,5,0.32,poly,non-met,conc-n
codfish,-,codfish,270,2,0.16666666666666666,oov,oov,conc
grampus,-,grampus,745,2,0.9411764705882353,poly,oov,conc
longhorn,-,longhorn,3234,1,1.0,oov,oov,conc
grunt,-,grunt,998,4,0.08333333333333333,homonyms_only_different_pos,non-met,abs-conc
terrier,-,terrier,3783,1,0.8125,mon,oov,conc
boa,-,boa,3527,2,0.3333333333333333,homonyms_also_same_pos,oov,conc
adder,-,adder,1312,3,0.3333333333333333,mon,oov,conc
wrymouth,-,wrymouth,205,1,1.0,oov,oov,conc
condor,-,condor,4258,1,1.0,mon,oov,conc
oryx,-,oryx,929,1,1.0,mon,oov,conc
trumpeter,-,trumpeter,5262,4,0.5,oov,oov,conc
cougar,-,cougar,3746,1,1.0,mon,oov,conc
koala,-,koala,1293,1,1.0,mon,oov,conc
warthog,-,warthog,491,1,1.0,mon,oov,conc
shad,-,shad,1779,2,0.2,mon,oov,conc
sheepshead,-,sheepshead,530,1,1.0,oov,oov,conc
fossa,-,fossa,1838,3,0.09090909090909091,oov,oov,abs-conc
duckling,-,duckling,722,2,0.16,poly,oov,conc
woodcock,-,woodcock,1800,1,1.0,mon,oov,conc
